document_id,source,document,label,rlf,nf,root_word,rlf_sent,rand_sent,word_list,imp_score
1557429883,Twitter,"my son doesn't know if he wants 2 be a fireman or a cowboy...he wears a cowboy hat and fireman boots  ahhh, 2 b a kid again",1,"ahhh,","ah+,","ah,","he wears a cowboy hat and fireman boots  ahhh, 2 b a kid again",my son doesn't know if he wants 2 be a fireman or a cowboy...,"['he' 'wears' 'a' 'cowboy' 'hat' 'and' 'fireman' 'boots' 'ahhh,' '2' 'b'
 'a' 'kid' 'again']",[1 1 1 1 1 1 1 1 3 1 1 1 1 1]
A2LYJBJ8ICOXI8,Amazon_Reviews/Books,I was on the edge of my recliner from beginning to end!!! WHAT A THRILLER.,1,end!!!,end!+,end!,I was on the edge of my recliner from beginning to end!!!,WHAT A THRILLER.,"['I' 'was' 'on' 'the' 'edge' 'of' 'my' 'recliner' 'from' 'beginning' 'to'
 'end!!!']",[1 1 1 1 3 1 1 2 1 2 1 5]
lbekxjj6bfweBThk6fKXsw,Yelp,"Really a pretty good bakery.  I have been coming here for years and it is so consistent.  I still prefer a few other places instead, but they are really convenient for catering and such as they will deliver to your office.....  Keep that in mind if you want a good working lunch during your next meeting!",1,office.....,office...+,office...,"I still prefer a few other places instead, but they are really convenient for catering and such as they will deliver to your office.....",I have been coming here for years and it is so consistent.,"['I' 'still' 'prefer' 'a' 'few' 'other' 'places' 'instead,' 'but' 'they'
 'are' 'really' 'convenient' 'for' 'catering' 'and' 'such' 'as' 'they'
 'will' 'deliver' 'to' 'your' 'office.....']",[2 3 4 1 2 2 2 3 2 2 2 4 4 2 2 2 2 2 2 2 3 2 2 2]
Hb3XBDqRypcb2TrrN2jMFw,Yelp,"Love love love this place. GREAT variety of pho and other Vietnamese dishes. superrr authentic! Fairly priced, and great location! 

I come here often for lunch. the service is what you expect out of Asians, abrupt and English is terrible but that adds to the authenticity. They bring out toilet bowl sizes of their noodle soup dishes! They're bun bo hui has been one of the best I've ever tasted. They never skimp on the bean sprouts! 

I highly recommend this place!",1,superrr,super+,super,superrr authentic!,Love love love this place.,['superrr' 'authentic!'],[5 5]
A2T07U1GYSSX8,Amazon_Reviews/Books,I love this book so much.  Any time I need a book to read and i have no new ones I go straight to this one.  Megan is a great person.  This book kept me thinking and u see something every time u read it.  This book rocks!!!!,1,rocks!!!!,rocks!+,rocks!,This book rocks!!!!,Megan is a great person.,['This' 'book' 'rocks!!!!'],[2 2 5]
A1LHDOXT2URZBU,Amazon_Reviews/Electronics,"This is a great buy..... You can't beat the pricing on this one..... Don't listen to the other reviews...... Mine has never froze up like one of the reviews was saying... Must have been a factory defect... Which the 3 year factory warranty would have covered it anyway... If they would have just called them and sent it back I'm sure they would have replaced it.... I'm not sure if the other person who gave a review even knows how to correctly work theirs.... They said there wasn't many POI's and there is over 1 million POI's ""points of interest"" Like wineries and tourist hot spots..... Plus they update them regularly via satellite.... So ignore the bad reviews....... You will be pleased with this item.... The icons are so cool......",1,reviews......,reviews...+,reviews...,So ignore the bad reviews.......,Mine has never froze up like one of the reviews was saying...,['So' 'ignore' 'the' 'bad' 'reviews.......'],[2 3 1 4 4]
A11FOOHO1HUQS6,Amazon_Reviews/Electronics,This thing is awesome!!! Not razor sharp close but of course not! :-P  Works as expected.,1,awesome!!!,awesome!+,awesome!,This thing is awesome!!!,:-P  Works as expected.,['This' 'thing' 'is' 'awesome!!!'],[2 2 2 5]
PzYDVXucEuL4e8vuldsObA,Yelp,"One of my favorites in So Bro. Joe is da best! Great carry out as well...,
Call ahead and it's ready when you get there.... Go Local (forJoe)!",1,there....,there...+,there...,", Call ahead and it's ready when you get there....",Go Local (forJoe)!,"[',' 'Call' 'ahead' 'and' ""it's"" 'ready' 'when' 'you' 'get' 'there....']",[1 2 3 2 2 3 2 2 2 2]
A2C261RFKOTK9Z,Amazon_Reviews/Books,Excellent book!!!!! One of the best true crime writers ever!!,1,book!!!!!,book!+,book!,Excellent book!!!!!,One of the best true crime writers ever!!,['Excellent' 'book!!!!!'],[5 5]
qtQxXWDVcD7UqV6OLzyf2w,Yelp,"Great supermarket. Abundant choices in the buffet. Everything is delicious. I recommend the aracini balls and the extensive salad bar. The rows and rows of drink options are pleasing and honestly exciting! I choked on the corn though(true story, but not their fault) and my friends weren't worried AT ALL!!!! Really rude of them but I guess they were busy eating their scrumptious food, so their lack of concern makes sense.",1,ALL!!!!,ALL!+,ALL!,"I choked on the corn though(true story, but not their fault) and my friends weren't worried AT ALL!!!!",The rows and rows of drink options are pleasing and honestly exciting!,"['I' 'choked' 'on' 'the' 'corn' 'though(true' 'story,' 'but' 'not' 'their'
 'fault)' 'and' 'my' 'friends' ""weren't"" 'worried' 'AT' 'ALL!!!!']",[2 4 2 1 2 3 3 2 3 2 3 2 2 2 3 4 2 4]
1996087341,Twitter,"&quot;Shake me awake, I'm in a dream, good things like you don't happen to people like me.. And I'm in disbelief.. Your brown eyes.....&quot; ",1,eyes.....,eyes...+,eyes...,Your brown eyes.....,"&quot;Shake me awake, I'm in a dream, good things like you don't happen to people like me..",['Your' 'brown' 'eyes.....'],[1 1 2]
YaZt3J7mHRp8gzcVyi436Q,Yelp,"Been eating here for over ten years and I've never had a burrito that didn't satisfy my hunger, or desire for quality food... It easily holds the reputation that precedes it!!!",1,it!!!,it!+,it!,It easily holds the reputation that precedes it!!!,"Been eating here for over ten years and I've never had a burrito that didn't satisfy my hunger, or desire for quality food...",['It' 'easily' 'holds' 'the' 'reputation' 'that' 'precedes' 'it!!!'],[2 3 3 1 3 2 3 5]
2046286691,Twitter,I am staying home from school because I have a sore throat. I have been coughing alllllll night.... ,0,alllllll,all+,all,I have been coughing alllllll night....,I am staying home from school because I have a sore throat.,['I' 'have' 'been' 'coughing' 'alllllll' 'night....'],[2 1 1 3 4 4]
A1U8G4JAV4KPED,Amazon_Reviews/Electronics,"I used these to listen to Spotify on an old laptop...so I wasn't looking for prime speakers....will wait for new stereo for that..lol...sound is great and my preference was AC over computer plug in since they sound better....For the price, great speakers...",1,speakers....,speakers...+,speakers...,so I wasn't looking for prime speakers....,"For the price, great speakers...","['so' 'I' ""wasn't"" 'looking' 'for' 'prime' 'speakers....']",[2 2 3 2 1 2 2]
127302393,TripAdvisor,"I am a long time resident of Indianapolis, Indiana
Reservation Phone Call ....No specials were Offered..current offers according to your web page...Gleanors Donation......Spring Break Offer...Sold Out....Day Rate.......
 CHECK-IN....Room 139 RATE : $249.00 + TAX...$278.24
HALLWAYS (to room)...Dark and Dingy and Dirty ...Outdated
 WALLPAPER... Falling down and scotch taped to the wall....
 CARPET-DIRTY ...ourdated ad dirty
 HEATER VENT...Broken , rusty and dirty
ROOM....DINGY AND SMELLS
CARPET...DIRTY
BEDS...PAPER THIN SHEETS
A/C...SOOO NOISEY
TV....$15.99 RENTAL FOR A KIDS MOVIE...WHAT????
ROOM CHARGE ... HIGH WAY ROBBERY...
DECOR....OUTDATED...DIRTY
FREE Breakfast...Eggs... Cold
Selection....Poor
Resturant...Dark And Dingy
Caribbean Cove...Arcade...Dirty
Food Court...Under Staffed, Unfriendly
Reccomendations.......Renovation....Go Geen.....
..Rooms..Hallways...Restaurant...Arcade....
Public Restrooms....No lock on stall...Outdated",0,wall....,wall...+,wall...,Falling down and scotch taped to the wall....,CARPET-DIRTY ...,['Falling' 'down' 'and' 'scotch' 'taped' 'to' 'the' 'wall....'],[3 3 1 2 2 1 1 2]
2192886460,Twitter,"girls bonfire at annie's, sooo fun. loved getting to finally hang out with mindy ",1,sooo,so+,so,"girls bonfire at annie's, sooo fun.",loved getting to finally hang out with mindy,"['girls' 'bonfire' 'at' ""annie's,"" 'sooo' 'fun.']",[2 3 1 2 4 5]
A2X2635JKZXRQA,Amazon_Reviews/Electronics,"It sounds good when it works......after about 15 min of use, it will cut out......and about 5 min later it will come back on....then the cycle continues. It was pretty cheap so I didn't expect much, but I expected it to work for more than 15 min at a time.",0,works......,works...+,works...,It sounds good when it works......,then the cycle continues.,['It' 'sounds' 'good' 'when' 'it' 'works......'],[2 3 4 2 2 3]
1881581608,Twitter,up wayyy early. waiting to go to the doctors then out enjoying this 90 degree sunny day ,1,wayyy,way+,way,up wayyy early.,waiting to go to the doctors then out enjoying this 90 degree sunny day,['up' 'wayyy' 'early.'],[2 4 3]
A2YZY5EIW0TIEB,Amazon_Reviews/Electronics,"I CANNOT say enough good things about this compact little player.  Don't let the price or the size fool you..... you get way more bang for your buck than you would think possible from a simple little player like this.  The ONLY complaint that I have is the fact that the volume is not adjustable.  Some songs just naturally play louder than others & it can be quite a shock to the ole ear drums.  I bought this primarily to use when I was out mowing the yard, but now I take it with me when I am driving somewhere.  It's so great to have my fav tunes available all in one convient spot!  I would HIGHLY recommend this little gem to anyone looking for a simple MP3 player.",1,you.....,you...+,you...,Don't let the price or the size fool you.....,It's so great to have my fav tunes available all in one convient spot!,"[""Don't"" 'let' 'the' 'price' 'or' 'the' 'size' 'fool' 'you.....']",[3 2 1 2 1 1 2 3 3]
2235349450,Twitter,@RaYDiSNey  maaan you gotta tell me if they come back cuz i wanna meet him... was hee supperr tall or did he jst have a big ass head?,0,maaan,ma+n,man,@RaYDiSNey  maaan you gotta tell me if they come back cuz i wanna meet him...,was hee supperr tall or did he jst have a big ass head?,"['@RaYDiSNey' 'maaan' 'you' 'gotta' 'tell' 'me' 'if' 'they' 'come' 'back'
 'cuz' 'i' 'wanna' 'meet' 'him...']",[1 2 1 3 2 1 1 1 2 2 2 1 3 2 3]
A3UVSGON00GT8P,Amazon_Reviews/Books,"Love this book, when I read I become very visual! I felt I was there...the beach, the boardwalk, grandpa house and on that Harley. What a great book!!!!",1,book!!!!,book!+,book!,What a great book!!!!,"the beach, the boardwalk, grandpa house and on that Harley.",['What' 'a' 'great' 'book!!!!'],[2 1 5 5]
1970592240,Twitter,"@DeniseHazelyn awww, di kita naabutan  how sad. Anyways, thanks again! And, you cut your hair??? POST! I wanna see  MY!",0,"awww,","aw+,","aw,","@DeniseHazelyn awww, di kita naabutan  how sad.",I wanna see  MY!,"['@DeniseHazelyn' 'awww,' 'di' 'kita' 'naabutan' 'how' 'sad.']",[2 3 2 2 2 2 4]
AMWSYAA6529GG,Amazon_Reviews/Books,"This is David Elliot's debut novel and what an exciting, gory, suspenseful story it is!

Set in the present time, the story goes back and forth over 700 years of bloody history of the border clans.

David Elliot is an unhappy man, he is terrified of dying having achieved nothing he felt was worthwhile in his life. He decides to learn more about his family history and he and his daughter, son-in-law and grandson travel from Oxford to the England/Scotland border and stay in a local cottage.

At the same time a dark evil spirit, William de Soulis, has, over the centuries, been slowly gaining power and money with the help of a murderer, Andrea Dettori, and some evil dwarfs called 'Red Caps'. He has been trapped in the nearby haunted and brooding Hermitage Castle -- in the hope of coming back to earth to live again as a human and rule, he would sacrifice anything or anyone for the power and standing he thinks he is entitled to...........including the innocent Elliot family whose destiny is somehow wrapped up with Soulis's.

  ""Hermitage Castle sat brooding on the edge of what was once the 'Debatable Lands', a three mile wide and twelve mile long strip of rough moorland, a few miles to the north of Carlisle, which marked the disputed border area between Scotland and England. So politically sensitive was this area, that the mere building of this powerful defensive icon in the 13th century, gave Henry III an excuse to invade Scotland, claiming it had been built too close to the border.""

This is the age-old battle of good versus evil with a few twists and turns thrown in, and some of the writing is a little gory, especially the battle scenes.

The stories of the clan families warring with each other down the years I found interesting and I presumed there really is an Elliot Clan Chief as she has a quote on the back of the book, all of which I knew nothing about.

The chapter where we are introduced to the business partners of Andrea Dettori and of how they obtained their wealth went over my head and I found it quite boring, and I'm not sure if it added too much to the story.

However, I thought the overall storyline was very good, with just enough happening to keep me wanting to read on. I liked the Elliot family and I really got involved in their torment, and as a mother myself I could certainly identify with Kate's protection of her young son, which was quite moving.",1,to...........,to...+,to...,"He has been trapped in the nearby haunted and brooding Hermitage Castle -- in the hope of coming back to earth to live again as a human and rule, he would sacrifice anything or anyone for the power and standing he thinks he is entitled to...........","The stories of the clan families warring with each other down the years I found interesting and I presumed there really is an Elliot Clan Chief as she has a quote on the back of the book, all of which I knew nothing about.","['He' 'has' 'been' 'trapped' 'in' 'the' 'nearby' 'haunted' 'and'
 'brooding' 'Hermitage' 'Castle' '--' 'in' 'the' 'hope' 'of' 'coming'
 'back' 'to' 'earth' 'to' 'live' 'again' 'as' 'a' 'human' 'and' 'rule,'
 'he' 'would' 'sacrifice' 'anything' 'or' 'anyone' 'for' 'the' 'power'
 'and' 'standing' 'he' 'thinks' 'he' 'is' 'entitled' 'to...........']","[2 1 1 4 1 1 2 4 1 4 2 2 1 1 1 3 1 2 2 1 2 1 2 2 1 1 2 1 3 2 2 4 3 1 3 1 1
 3 1 3 2 2 2 1 3 1]"
ARLWS0LMC8MET,Amazon_Reviews/Electronics,"This does not work and is not worth the postage to send back.. If you want to be on the FOOL list buy one like I did... Will not charge, and yes I have cgecked it with my other chargers that do work.... The battery does charge with a good charger...

This Charger is  JUNK",0,work....,work...+,work...,"Will not charge, and yes I have cgecked it with my other chargers that do work....",This does not work and is not worth the postage to send back..,"['Will' 'not' 'charge,' 'and' 'yes' 'I' 'have' 'cgecked' 'it' 'with' 'my'
 'other' 'chargers' 'that' 'do' 'work....']",[2 2 4 1 2 2 1 2 1 1 1 1 2 1 2 3]
1989263696,Twitter,@gerbyman I KNOWOWWWOWWOWWWWWWWWW!!!!!!! i was asking ppl n using internet off my phone to check!!!  i wanna c lebron vs kobe too!!! ahhh,0,ahhh,ah+,ah,i wanna c lebron vs kobe too!!!ahhh,i was asking ppl n using internet off my phone to check!!!,['i' 'wanna' 'c' 'lebron' 'vs' 'kobe' 'too!!!ahhh'],[2 3 1 2 2 2 5]
A26M4M0PN5OZO5,Amazon_Reviews/Books,"REATA is an unbelievable gorgeous cookbook with super recipes.  Laurie Smith is an outstanding photographer.  Pulls you in to the Southwest feeling, and the recipes are enticing with her photos!!!!!",1,photos!!!!!,photos!+,photos!,"Pulls you in to the Southwest feeling, and the recipes are enticing with her photos!!!!!",Laurie Smith is an outstanding photographer.,"['Pulls' 'you' 'in' 'to' 'the' 'Southwest' 'feeling,' 'and' 'the'
 'recipes' 'are' 'enticing' 'with' 'her' 'photos!!!!!']",[2 2 1 1 1 2 3 1 1 2 1 4 1 1 5]
123032218,TripAdvisor,"We stayed here for 2 nights after a cruise and it was way too short! We were in a corner suite on the 20th floor, which was fantastic. Loads of space, super comfortable bed, great views out toward Lexington Ave., the decor was beautiful - and did I mention the comfy bed? The decor and style of the hotel was definitely hipper than your standard Hyatt. Loved having the mini fridge, microwave and sink to put a few snacks in. The bathroom was good-sized, although they could do with some fluffier towels - they seemed to be pretty worn out for a hotel that is only a few months old! That was the only complaint for the room though; we loved it, which was good because the days we were there were absolutely freezing and venturing outside for long was not much of an option! 
Another bonus - we were arriving off a cruise and were seriously hoping for an early check-in and our room being ready around 10 am - and it was, which just got the stay off to the right start! It was great to be able to walk in, check in, and go back to sleep! 
the front desk/concierge were very friendly - the only thing I would ask for there is an actual doorman. It was difficult getting loads of luggage in and out, hailing a cab (although the front desk/concierge did go out to the corner one time to find a cab for us), etc. The things you expect from a NY doorman. Not a deal breaker by any means though. Never used the lounge, so can't comment there, although it was nice to know it was available.
The location was great, very near to the sights of NY or a short cab or subway ride away. Lots of food options around, near to shopping, not far from times Square, etc. - 2 days was simply not enough!!! We will have to make another trip, this time just for the city!
We would definitely, definitely stay at this Hyatt again.",1,enough!!!,enough!+,enough!,- 2 days was simply not enough!!!,The decor and style of the hotel was definitely hipper than your standard Hyatt.,['-' '2' 'days' 'was' 'simply' 'not' 'enough!!!'],[1 1 1 1 2 3 5]
cNHx6Polwo1OcpAQyGVurA,Yelp,"I had the buttermilk Biscuits and gravy with a side of kale that surprisingly complimented the flavor! I also got cheese grits. YUM! Came here with no expectations. Was very pleasantly surprised!! The decor is open, spacious, clean, and thoughtfully done. Beautiful bar and fun lighting. My friend got the biscuit french toast with lemon mascarpone, topped with blueberry compote. That was like fireworks in my mouth. 

Cannot wait to come back and try the bonuts and brussel sprout salad...or anything else on that menu!! It looks awesome :) 

Food is great! I hope that the quality is consistent when the place is busy. Went on a slow Tuesday morning. The staff was super friendly and the coffee mugs are soooo cute! Parking may be an issue. Until next time...",1,soooo,so+,so,The staff was super friendly and the coffee mugs are soooo cute!,I had the buttermilk Biscuits and gravy with a side of kale that surprisingly complimented the flavor!,"['The' 'staff' 'was' 'super' 'friendly' 'and' 'the' 'coffee' 'mugs' 'are'
 'soooo' 'cute!']",[1 2 1 4 4 1 1 2 2 1 5 5]
QPHM3URqmkzQs4hiYjLn4g,Yelp,"I love this place !!!! It is my favorite restaurant to take people, especially when they want to try something outside of their normal culture. Portions are well, service is impeccable. And the flavor is sooo rich. I order the RIB tips they are the best. I mean I really love this place. Must try if you want Korean food at its best",1,sooo,so+,so,And the flavor is sooo rich.,"It is my favorite restaurant to take people, especially when they want to try something outside of their normal culture.",['And' 'the' 'flavor' 'is' 'sooo' 'rich.'],[1 1 2 1 5 4]
A1GW2GXU4S015Q,Amazon_Reviews/Books,"I could not take out my ear plugs out today!! Fenton Swept me off my feet today, he did make me cry today while I was at work! Fenton is my new book boyfriend!!! It has a love story and also it has a deeper story. Fenton & Brynne are a match like..... well there are no words because they are THE COUPLE you want to read about!!! Just listen to the book or read it!!! You will not regret it!! Adriana great job!!!!!! I really enjoy listening and/or reading Adriana Locke's books. To me this book is different from her others but most defiantly very enjoyably!!",1,like.....,like...+,like...,Fenton & Brynne are a match like.....,Fenton is my new book boyfriend!!!,['Fenton' '&' 'Brynne' 'are' 'a' 'match' 'like.....'],[2 1 2 1 1 2 2]
A3KXB01TY2W2HX,Amazon_Reviews/Electronics,"This took me from Philadelphia to Charlotte, Busch Gardens(VA), and the Bronx with no problems.  It helped me find local restaurants and gas stations whenever I needed a rest stop.  It also automatically adjusts contrast at night so it doesn't blind you.  The maps directions are straight forward and the controls are surprisingly easy to use.  The suction cup and power cord are also easy to set up and use.  Updating the software online only took 5 mins and had no issues connecting to my computer.  The detour option is also helpful when traffic jams occur.

The reason this got an A- instead of an A+ was because instead of saying the street name it simply says ""Turn right in 500 feet"" but it lists the street name on the display so a quick glance tells you everything you need to know.  Also it doesn't have updated maps for new developments (1-3 years) but I still highly recommmend it.",1,recommmend,recomm+end,recommend,Also it doesn't have updated maps for new developments (1-3 years) but I still highly recommmend it.,It helped me find local restaurants and gas stations whenever I needed a rest stop.,"['Also' 'it' ""doesn't"" 'have' 'updated' 'maps' 'for' 'new' 'developments'
 '(1-3' 'years)' 'but' 'I' 'still' 'highly' 'recommmend' 'it.']",[2 1 2 1 3 2 1 2 2 2 2 1 2 2 4 4 2]
7569832,TripAdvisor,"I am writing this review from my closet size room that I paid $100 for. I am staying here while I go t a conference nearby. Checking was
no treat. No front desk cleark was rude. When I got to my room, it wasa joke. I honestly have seen bigger closets in houss. The room is less than 10 x 10. The bathroom is about 2 x 4, with a ""shower/tub"" the size of thimble. It is actually 1 x 2. The furniture was as old as the hotel it looked like. I stayed in room 1202. The walls were filthy, I was afraid to walk on the carpet barefoot, it was so filthy. 
Dinner was a joke. Myself and to people I came here with went to the hotel restaurant, because you really dont want to wlk on the streets here. It is pretty scary outside...ghetto hood......Dinner- Waiter told us to ""just sit anywhere"".. There was only 2 other tables with people at them while we were there. Service was horrible. He just dropped the menus on the table and said..""I'll be back""....This is ok if you are at a low price place I guess... But the Menu was not cheap... Pretty high priced meals I ordered the steak sandwich @ $16.00, The other 2 got the garden burger. It took over 45 mins for the food tocome out... Like I said....only 2 other tables were there...not like they were busy.
Never got a refill on my ice tea. Nor did he waiter ever stop by to ask about our meal.
When we wre done, he stopped by and asked,"" So, you gonna pay cash...
or what?"".... That sent me over the edge...I told him I would be talking to the front desk to pay my bill...
Went downstairs and the GM happened to be there... I told him what had happened and said, just take care of my dinner bill.....and stop by my room later so I can show you some concerns.... He never came by and I will see if my bill has a dinner charge when I check out...
I will follow up with another review....
I wll never stay here agin...What scares me..........I wonder ifI caught anything from the bed I slept in......Guess I will find out soon.....",0,bill.....,bill...+,bill...,"I told him what had happened and said, just take care of my dinner bill.....","The bathroom is about 2 x 4, with a ""shower/tub"" the size of thimble.","['I' 'told' 'him' 'what' 'had' 'happened' 'and' 'said,' 'just' 'take'
 'care' 'of' 'my' 'dinner' 'bill.....']",[1 1 1 1 1 2 1 1 1 1 2 1 1 1 1]
48Rw_jRP-nftdUITc56Y9g,Yelp,"Terrible experience! I explained exactly what I wanted but the hair stylist (I use those words loosely) proceeded to do the opposite.  What I ended up with was an uneven, unmatched and too short haircut. I was so upset! I questioned her afterward and pointed out areas of concern but she just made it worse. I should not have had to pay for that haircut and they could have cared less. NEVER AGAIN!!!",0,AGAIN!!!,AGAIN!+,AGAIN!,NEVER AGAIN!!!,I questioned her afterward and pointed out areas of concern but she just made it worse.,['NEVER' 'AGAIN!!!'],[5 5]
A3LU7JARL1KK8H,Amazon_Reviews/Books,"Great price!!!! The book was a little warn, but everything I needed and speedy delivery!!",1,price!!!!,price!+,price!,Great price!!!!,"The book was a little warn, but everything I needed and speedy delivery!!",['Great' 'price!!!!'],[4 5]
4P_mw-TE1u9rQDRqnykpHQ,Yelp,"THIS PLACE IS AMAZING!!!!!   I grew up two hours from this place, and it was my favorite restaurant within reasonable driving distance of my house.  If I was limited to giving five ""five star"" ratings for restaurants nationally, Jacques-Imo's Cafe would certainly be in the discussion.  Simply one of the best places in the entire country to eat Cajun Food (like every other poster on here, I'm going to tell you to try the shrimp and alligator cheesecake).  If you can pick only one place to eat in New Orleans, this should be it (Arnaud's and K-Paul's are also great selections for the uninitiated).",1,AMAZING!!!!!,AMAZING!+,AMAZING!,THIS PLACE IS AMAZING!!!!!,"I grew up two hours from this place, and it was my favorite restaurant within reasonable driving distance of my house.",['THIS' 'PLACE' 'IS' 'AMAZING!!!!!'],[1 2 1 5]
A53O8AJ7U7FB9,Amazon_Reviews/Electronics,Save your money. This is nothing more than a scam. Saw this author on TV....I was suckered but not for long. Threw this book in the trash. Do your research.,0,TV....,TV...+,TV...,Saw this author on TV....,Save your money.,['Saw' 'this' 'author' 'on' 'TV....'],[1 1 1 1 1]
A98RU0W4ABZB1,Amazon_Reviews/Books,Excellent book!!! Addresses complex and frightening neurological illnesses in terms that can be understood by confused and concerned families and caregivers. Focuses on the psychological issues as well as the physical.,1,book!!!,book!+,book!,Excellent book!!!,Addresses complex and frightening neurological illnesses in terms that can be understood by confused and concerned families and caregivers.,['Excellent' 'book!!!'],[5 5]
116985056,TripAdvisor,"First, we were put into a room with stains all over the comforters and trash on the floor. We were given attitude about it then put into another room with hair all over the bathroom. We were too tired to do anything about it. The last straw however was being woke up at 7am by housekeeping! All these doors were slamming starting around 6 but my husband got woken up at 7, went to the hallway and it was the maids! He told them politely to please stop slamming the doors, that itwas shaking the whole room. We were given attitude when we complained and were told the doors were heavy and they have to clean the rooms. Uhhhh hello, the guests are the reason the cleaning staff is even here. Care should be taken as to not disturb them. Closing the door instead of letting it slam itself would have been awesome. We were also told that they couldn't do anything about all of this as there is no manager on duty. All i can say about this stay is wtf!",0,Uhhhh,Uh+,Uh,"Uhhhh hello, the guests are the reason the cleaning staff is even here.",Care should be taken as to not disturb them.,"['Uhhhh' 'hello,' 'the' 'guests' 'are' 'the' 'reason' 'the' 'cleaning'
 'staff' 'is' 'even' 'here.']",[2 2 1 2 1 1 3 1 2 2 1 2 2]
d0g2J_xQpzHAm63BRPxeXQ,Yelp,"We live very close to Carl's  Jr. In Goleta Ca.  I had read a few reviews that were not pleasant and then I noticed they were old.  My husband and I decided to give it a try.  We are so delighted to find delicious burgers, delicious onion rings and fries.  I had a milk shake ladt night, it was sooooo good.  We do window service because we live close to the restaurant.  We will tell others at Maravilla so maybe they will try it also.  The employees have been very pleasant also.  Thank you for having good service.  We will return....",1,sooooo,so+,so,"I had a milk shake ladt night, it was sooooo good.",We will tell others at Maravilla so maybe they will try it also.,"['I' 'had' 'a' 'milk' 'shake' 'ladt' 'night,' 'it' 'was' 'sooooo' 'good.']",[1 1 1 2 2 1 1 1 1 5 4]
28903380,TripAdvisor,"Stayed here because it is near our NYC office. Survived one night of dark, dingy room, rattling air conditioner unit and carefully walking the path between bed/closet and bed/bathroom. Glad I am not overweight or would not be able to get through narrow doorway to bathroom and same narrow door way to closet. 
Poorly designed room has bedside table only on one side - the other side has part of the mini-bar food/snacks on a tray that says ""careful - if you touch this we will start charging you"" - not helpful, so did a MacGuyver and took trash can liner out and turned trash can upside down to make a bedside spot for water, alarm, etc.
Bathroom is claustrophobic even by NY standards...no way two people could be in this bathroom at same time. Not all rooms come with a bathtub, so be sure to check before accepting room key.
The concierge wasn't much help at the Whatever Desk. Asked for a recommendation for a good hamburger close by and the best he could do was the outrageouly priced Smith & Wollensky's chop house. After we had the chat ""if it was your personal money and the hotel wasn't paying and the restaurant you picked isn't comp'ing you because you send them lots of customers, where would you eat?"" - we got sent to a neighborhood pub, the Pig & Whistle on Second Avenue between 50 & 51st - nice atmosphere, very reasonable food and drink -would go back here
One positive point -= the Bliss shampoo, cleanser and body lotion.
Will stay elsewhere next time....so should you considering the price.",0,time....,time...+,time...,Will stay elsewhere next time....,"Not all rooms come with a bathtub, so be sure to check before accepting room key.",['Will' 'stay' 'elsewhere' 'next' 'time....'],[1 1 2 1 1]
A166YTO8QBBIYQ,Amazon_Reviews/Books,Great book with tons of fingerstyle practice lessons and songs.  Lessons aid in developing fingerstyle technique and learning to sight read music.  Would recommend buying the CDs too.  Helps you get the rhythm down for each song.  Highly recommend!!! Happy picking! :),1,recommend!!!,recommend!+,recommend!,Highly recommend!!!,Would recommend buying the CDs too.,['Highly' 'recommend!!!'],[4 5]
AFH0SYJV5OAP8,Amazon_Reviews/Books,"From the back of the book:

  It all started when she got thrown off the wagon train. Now, a crook is dead and Sarah Andrews has been raffeled off in a ""Wife Lottery."" Thta seems bad enough- until she discovers her new groom with a knife in his back.

  He just barely survives-and now if Sarah dosen't get him out of town fast, someone is going to make sure Sam Gatlin dosen't live long enough to enjoy the honeymoon. No matter what he may have done, or how many enemies he has, Sarah feels she owes him. After all, he saved her from a life in prison. But never in her wildest dreams did she imagine that this dangerously attractive Texan would steal her heart and make her want to take the biggest gamble of all....When A Texan Gambles!

In my opinion:

  Recently I have discovered Jodi Thomas and every book I read of hers is a gem. Two trips to the library and many sleepless nights later, I found another favorite author to add to my list. Never have been fond of American Civil War romance novels but Jodi's characters bring post Civil War Texas alive in a way I've never read anywhere else. If you like books by Sandra Hill, Catherine Anderson, Lynsay Sands or MaryJanice Davidson then this book and author you MUST give a try!",1,all....,all...+,all...,But never in her wildest dreams did she imagine that this dangerously attractive Texan would steal her heart and make her want to take the biggest gamble of all....,"After all, he saved her from a life in prison.","['But' 'never' 'in' 'her' 'wildest' 'dreams' 'did' 'she' 'imagine' 'that'
 'this' 'dangerously' 'attractive' 'Texan' 'would' 'steal' 'her' 'heart'
 'and' 'make' 'her' 'want' 'to' 'take' 'the' 'biggest' 'gamble' 'of'
 'all....']",[1 3 1 1 4 3 1 1 2 1 1 4 3 2 1 2 1 3 1 2 1 3 1 2 1 4 3 1 4]
