document_id,source,document,label,rlf,nf,root_word,rlf_sent,rand_sent,rlf_sent_pred_label,rand_sent_pred_label,word_list,imp_score,final_rlf_label,final_rand_label,is_ellipses,imp_quality,rlf_sent_len,rand_sent_len,doc_len
G_C5cqQdYeYMzG1d6MgwRQ,Yelp,"This has to be the single biggest cigar store I've ever walked into. They have a cavernous walk in humidor in the back. Plus you can smoke inside. Now we're talk'n!  I happened to find this place with my colleague last time I was in Philly. They have sooooo many different brands to choose from its a bit overwhelming. That's okay.  I wanted to grab a few Arturo Fuente's and sure enough they had a whole case of 'em.  Prices?  they are very, very reasonable. In fact, I may be buying from their website next time.  If you like a good stogie, go nowhere else- Holt's is the cigar shop for you!",1,sooooo,so+,so,They have sooooo many different brands to choose from its a bit overwhelming.,Plus you can smoke inside.,0,1,"['They' 'have' 'sooooo' 'many' 'different' 'brands' 'to' 'choose' 'from'
 'its' 'a' 'bit' 'overwhelming.']",[2 2 5 3 2 2 1 2 1 1 1 2 4],1,1,0,5.0,13,5,112
116756303,TripAdvisor,"We reserved a junior suite bay side ( no other room available). We have rarely seen such a small j suite. Except for the flatscreen their has been no major refurbishing since it's building (must be beginning 70's) But must of all without any excuse is the cleanliness, hair an old overseen towles in the bathroom, sticky floors and hardly cleaned windows and so on. Just not worth the money, a San Dego Motel will do better for a sixth of the price!!!",0,price!!!,price!+,price!,"Just not worth the money, a San Dego Motel will do better for a sixth of the price!!!",We reserved a junior suite bay side ( no other room available).,0,1,"['Just' 'not' 'worth' 'the' 'money,' 'a' 'San' 'Dego' 'Motel' 'will' 'do'
 'better' 'for' 'a' 'sixth' 'of' 'the' 'price!!!']",[2 4 3 1 3 1 1 1 1 2 2 3 1 1 1 1 1 5],0,0,0,3.0,18,12,83
#NAME?,Yelp,"I don't even want to give them 1 star. This hotel has gone way down hill! I used to stay here all the time! When a couple of moms and I with our kiddos wanted to do something fun for our kids and ourselves we thought this would be amazing! So a one night mom and daughters night turned into a horrible disaster. So we reserved a 1 bedroom casita and when we got there we are told there was a maintenance issue and they gave us two rooms conjoined. Well we did need the kitchen as we brought snacks and drinks for our kids. We will let it go and move on. Get to the pool at like 5 something because check in is at 4, and the slide and kids pool is closed. Keep in mind That the next day the kids pool and slide open at 10 and we have to check out at 11! So kids could only go in the big pool. Ok no worries again we will deal. We sit and wait 30 mins no service so go get our own drinks. Kids want out of the pool no towels no one offers to get us some so we have to search. Keep in mind there is people that work all over yet ignoring us. Ok so now we go to get dinner at Sundance and we wanted it to go. Ordered came back down to get it go back to the room orders were wrong didn't even get a complete orders filled so back down again. Then we want to watch a movie and the TVs don't work in either room. Call down waited an hour and no one showed! So we call the front desk I tell them we have had a horrible experience and don't even care to stay here and he says can I offer you free breakfast?!? Come on! I will never ever stay here again worst experience ever!!!",0,ever!!!,ever!+,ever!,I will never ever stay here again worst experience ever!!!,So kids could only go in the big pool.,0,0,"['I' 'will' 'never' 'ever' 'stay' 'here' 'again' 'worst' 'experience'
 'ever!!!']",[2 1 4 4 2 1 3 5 3 5],0,0,0,5.0,10,9,330
laVhLp4CI4zKIq-B2dORNw,Yelp,"Ughhhhhh this is stupid!!!!! Why oh why we get a new airport that basiCally didnt fix anything !!! The only thing to me that's diff is it's more spaced out who cares ?!?! Like we got a Chick-fil-A ohhhhhhhhh wowza !!!! Like they made us get there super early and south west isn't even there yet to start doing our bags , and that's our biggest fear is  of them loosing our shit ! Everyone was in bad moods a southwest worker was so rude to me ! I almost cried ! And tsa lady was grumpy too!!! Cheer up bc  if I treated my customers like they treated me I wouldn't have any clients to make money to pay my bills. Then my dad wHo is a dyslexic man in his late 60s who doesn't read well at all gets told he can't wait for us in the pick up area so he moves up ( which I kno is wrong but he Is sloww you guys) so then the cop gives him a ticket ! Instead of saying why don't you go here
To wait for them , well of course bc we
Have no free area to wait they want u to circle and circle which it's confusing to figure out how to get back  to where u started !! The Area for pick up is so small whhy didn't we get bigger and better ?! What was the point of all this ?!?! I'm  so disappointed like i have been to a lot of air ports and ours new and all is still the worse",0,ohhhhhhhhh,oh+,oh,Like we got a Chick-fil-A ohhhhhhhhh wowza !!!!,I'm  so disappointed like i have been to a lot of air ports and ours new and all is still the worse,1,0,['Like' 'we' 'got' 'a' 'Chick-fil-A' 'ohhhhhhhhh' 'wowza' '!!!!!'],[2 1 2 1 2 4 4 5],1,0,0,5.0,8,22,269
79tZyk7-zcXCBTNXUYMoVA,Yelp,"Great prices, service and quality.  
Haven't had a bad meal yet there.  

Keep up the GREAT WORK!!!",1,WORK!!!,WORK!+,WORK!,Keep up the GREAT WORK!!!,"Great prices, service and quality.",1,1,['Keep' 'up' 'the' 'GREAT' 'WORK!!!'],[2 2 1 5 5],1,1,0,5.0,5,5,17
A2Z450IFOBCJJH,Amazon_Reviews/Books,seams glued together.  Came ungluded first time reading book.  Could have bought for the same price new at book store.  Decided never to buy from Amazon again.  I buy from e-bay and have 100% more satisfaction.  Amazon has been sold out to poor quality!!!,0,quality!!!,quality!+,quality!,Amazon has been sold out to poor quality!!!,I buy from e-bay and have 100% more satisfaction.,0,1,['Amazon' 'has' 'been' 'sold' 'out' 'to' 'poor' 'quality!!!'],[2 1 1 2 2 1 4 4],0,1,0,4.0,8,9,44
VjiryutM9E7qrGazOKperQ,Yelp,"One of the best spots in Dunedin to have a few drinks and an awesome dinner. I've never had a meal here I didn't like! This time we started our meal off with a Wild Mushroom Flatbread (always an excellent choice- I highly recommend!) This pizza is topped with mushrooms, truffle oil, garlic and mozzarella. We like to add some steak too. It's absolutely fabulous every time. We decided on two different seafood entrees. Honestly, the Fried Seafood Platter was SO big- it could/should have been shared by two people. Fried Scallops, Shrimp, Fish, Calamari, Fries and Coleslaw. It was wayyy too much fried seafood for this girl. I could have used a second person and a side of vegetables! But it was all super fresh and fried golden and crispy- just like I like it! We also ordered the Blackened Mixed Grill (a much healthier and more balanced option than the previous one) Shrimp, Scallops and Fish with cheesy risotto and fresh vegetables. Excellent. And last but not least I have to say that the Coconut Mojito is to die for. One of my favorite cocktails I have ever had. I get one.. or two.. or three... every time I come!!!!!!!!",1,wayyy,way+,way,It was wayyy too much fried seafood for this girl.,I've never had a meal here I didn't like!,0,1,['It' 'was' 'wayyy' 'too' 'much' 'fried' 'seafood' 'for' 'this' 'girl.'],[2 1 3 3 3 2 2 1 1 2],0,1,0,3.0,10,9,202
SpboOyEv0o8Zdg6BRGaP6g,Yelp,"The best tacos in California!  Everything is fresh and tasty.  Every time I drive through SB, I stop.  YUM!!!!",1,YUM!!!!,YUM!+,YUM!,"Every time I drive through SB, I stop.YUM!!!!",Everything is fresh and tasty.,1,1,"['Every' 'time' 'I' 'drive' 'through' 'SB,' 'I' 'stop.YUM!!!!']",[2 2 1 2 2 2 1 5],1,1,0,5.0,8,5,19
lt03tJte6UngyYChYm0Tfw,Yelp,"So glad that there is a place like this open in Jenkintown! They are definitely still working out some kinks with the beer, but this is to be expected. It takes time for new microbreweries to develop their beers, so be patient folks! Some of the beers are quite nice while others are still ""in progress."" The four stars here are for the food- EXCELLENT!!!! The homemade chips are addicting. The fish and chips are delicious- nice light batter on the fish. I also had a wonderful turkey burger- nice size patty, well-cooked AND well-seasoned. Also, I love the cocktail and dessert list! Glad they are playing around with beer cocktails! 

Atmosphere is nice and casual. Service is a little inconsistent still, but friendly. I'm always happy to wait a little when I know my food is being made fresh. Huge bonus is that they are featuring local products as much as possible!",1,EXCELLENT!!!!,EXCELLENT!+,EXCELLENT!,The four stars here are for the food- EXCELLENT!!!!,So glad that there is a place like this open in Jenkintown!,1,1,['The' 'four' 'stars' 'here' 'are' 'for' 'the' 'food-' 'EXCELLENT!!!!'],[1 2 3 2 1 1 1 2 5],1,1,0,5.0,9,12,153
A1ZP81Y3PYDR0J,Amazon_Reviews/Books,"Wow another one out of the universe! These books are page turner and every page is better than the last. I can't read Mike`s books fast enough because I want to see what happens next. Then I`m totally bummed because I'm done and have to wait for his next book, or series. This writer will never leave you dissapointed and he is always wowing his fans with his next great story!!!",1,story!!!,story!+,story!,This writer will never leave you dissapointed and he is always wowing his fans with his next great story!!!,Wow another one out of the universe!,1,1,"['This' 'writer' 'will' 'never' 'leave' 'you' 'dissapointed' 'and' 'he'
 'is' 'always' 'wowing' 'his' 'fans' 'with' 'his' 'next' 'great'
 'story!!!']",[2 2 1 3 2 1 4 1 1 1 3 4 1 2 1 1 2 4 5],1,1,0,5.0,19,7,71
2044193440,Twitter,@AlexDScott hmmm I say get her out!! And I like Charlie guess that was obvious! @theboycharlie has competition on his hands!! Lol  x x,1,hmmm,hmm+,hmm,@AlexDScott hmmm I say get her out!!,Lol  x x,0,1,['@AlexDScott' 'hmmm' 'I' 'say' 'get' 'her' 'out!!'],[1 2 1 1 2 1 4],0,1,0,3.0,7,3,24
gmWveEFmiimRl1V-r9L_gw,Yelp,"Worse Holliday Inn ever!!!  It took four advertised handicap rooms to actually get one that had access to a shower!!!  (We had reserved a wheelchair accessible room with a roll in shower). Room was dirty, which I guess is understandable since we didn't receive housekeeping at all yesterday. We called front desk at 6 asking for clean towels, they brought one set for two people. Didn't have hot water when we checked in. Maintenance guy was able to make it work to lukewarm. Bathroom floor had one tile 1/2 inch higher than the rest of them, door trim was falling off. Bathroom didn't look like it had been throughly cleaned in 10 years. Air conditioning really only worked during the day, not at night. Elevators wouldn't always stop at floor you wanted off at. Only good thing was check out went fast this morning. If this is the new standard for Holiday Inn Express, I guess I'll be staying with another chain from now on.",0,ever!!!,ever!+,ever!,Worse Holliday Inn ever!!!,"Bathroom floor had one tile 1/2 inch higher than the rest of them, door trim was falling off.",0,0,['Worse' 'Holliday' 'Inn' 'ever!!!'],[5 1 1 5],0,0,0,1.5,4,18,165
AZHZS7M62VP60,Amazon_Reviews/Books,"How could I have missed reading this book??? Poignant, funny, sad, engaging. Mr. Russell, my heartiest thank for such a great Christmas gift!",1,book???,book?+,book?,How could I have missed reading this book???,"Mr. Russell, my heartiest thank for such a great Christmas gift!",1,1,['How' 'could' 'I' 'have' 'missed' 'reading' 'this' 'book???'],[2 2 1 2 4 2 1 3],1,1,0,3.0,8,11,23
A35QGMRK9PTY3C,Amazon_Reviews/Books,Freaking LOVE all these books!!! You MUST read! <3,1,books!!!,books!+,books!,Freaking LOVE all these books!!!,You MUST read!<3,1,1,['Freaking' 'LOVE' 'all' 'these' 'books!!!'],[4 5 1 1 5],1,1,0,5.0,5,3,9
M2fhYkmQqPJc0XAjLdYNPg,Yelp,"I came in around 6:30 pm . Business was slow so they were about to close. However, the lady insisted on me coming in ..Christine did my Nails and did a AWESOME JOB!!! Thanks for allowing me to come in . And the price wasn't too bad either , lower than some of the Other salons I've  Been too . Thanks so much for taking the time to allow me to come in .",1,JOB!!!,JOB!+,JOB!,Christine did my Nails and did a AWESOME JOB!!!,I came in around 6:30 pm .,1,0,['Christine' 'did' 'my' 'Nails' 'and' 'did' 'a' 'AWESOME' 'JOB!!!'],[1 1 1 1 1 1 1 5 5],1,0,0,5.0,9,7,74
A1G6C53R6TJZDT,Amazon_Reviews/Electronics,cheap and when I shut the case it turns my paperwhite off!!! awesome case. Ok thats all I got but must say this to reach the required number of words :),1,off!!!,off!+,off!,cheap and when I shut the case it turns my paperwhite off!!!,Ok thats all I got but must say this to reach the required number of words :),1,1,"['cheap' 'and' 'when' 'I' 'shut' 'the' 'case' 'it' 'turns' 'my'
 'paperwhite' 'off!!!']",[3 1 1 1 2 1 1 1 2 1 1 4],0,0,0,3.0,12,17,31
f8IOTOfieM6kyBBwopei1g,Yelp,"Stoped on my way home after spending an awful day at the hospital. I ordered a pound of the king crab. The gentleman pulled out two beautiful pieces, weighed then it was a little over a pound and a half. He told me he just charged me for the pound a Mother's Day present. Took it home so so delicious!!!!   Great service, wonderful food and really nice owners!!!  Would recommend!!!",1,delicious!!!!,delicious!+,delicious!,Took it home so so delicious!!!!,Stoped on my way home after spending an awful day at the hospital.,1,0,['Took' 'it' 'home' 'so' 'so' 'delicious!!!!'],[1 1 1 3 3 5],1,0,0,5.0,6,13,70
4FdUjP7GS5V42qlSxV6l8g,Yelp,"I will make it easy with a pros and cons list: 
Pros: 
Extremely well equipped. They have every thing a beginner to a seasoned weightlifter would want in a gym. 
They have a pool, Sauna, racquetball, and hot tub. 
Nice spacious clean locker rooms. 
Cons: 
It's the most expensive traditional gym. ($35-$45 a month plus a ridiculous enrollment fee, not to mention they make you pay for the first and last months dues) 
They pretty much only care about money and selling memberships. They pretend they are bending over backwards to give you this super exclusive deal, it's all bull. 
They will offer you a free personal training session only to continue to harass you to sign up for training. Once you're in that year contract The only way to break it is a 50% buyout. 
The patrons at this club are completely disrespectful and do not clean up after themselves. 
Continuously getting ""hollered at"" by not only the members but the staff. Completely unprofessional. 
Front desk people are rude and don't even say hello. 
The classes are mediocre at best. 
Parking is atrocious it you go after work. 
The worst part of all?? This gym is total social hour and it's always so overcrowded that you can't complete your routine. 
I live right next to this location and I find myself driving 25 minutes to the Valrico club which is so much better!!! Worth the drive.",0,better!!!,better!+,better!,I live right next to this location and I find myself driving 25 minutes to the Valrico club which is so much better!!!,Cons:  It's the most expensive traditional gym.,0,0,"['I' 'live' 'right' 'next' 'to' 'this' 'location' 'and' 'I' 'find'
 'myself' 'driving' '25' 'minutes' 'to' 'the' 'Valrico' 'club' 'which'
 'is' 'so' 'much' 'better!!!']",[1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 3 3 5],1,0,0,5.0,23,7,237
mFO4cvSx0qjDyeE4dIWx8g,Yelp,"Don't do it. A co-worker that does all the ordering got sucked into this scam while I was on vacation back in Sep. 2015. It took him 3 days of googling and researching to get an actual phone number and shipping address to send all the bulbs back but he was able to. He was so annoyed and said the same thing, they sound like your best friend and it was a ""free"" bulb (1) to try out and compare to current ones. Yeah, nothing is free and this company is just a headache. I now have an assistant who just got a call from the SAME company and I filled her in on the scam. I do like one of the prior suggestions of giving out a fake name so you know when these scammers are calling! Beware of this horrible scam!!!",0,scam!!!,scam!+,scam!,Beware of this horrible scam!!!,I do like one of the prior suggestions of giving out a fake name so you know when these scammers are calling!,0,1,['Beware' 'of' 'this' 'horrible' 'scam!!!'],[4 1 1 5 5],0,1,0,5.0,5,22,143
A3PDIN9FCUNJ6,Amazon_Reviews/Books,This book was a lot better than book 2.  I liked how there was no cheating.  I felt bad addie though.  The down fall I have is that is the whole pushing each other a way.  I felt that was dragged out to long in this series.  I enjoyed book 1 I liked hawk.  Book 2 I loved to hate. It was awful and the characters needed to go the hell up. But this book was soooo much better.,1,soooo,so+,so,But this book was soooo much better.,The down fall I have is that is the whole pushing each other a way.,1,0,['But' 'this' 'book' 'was' 'soooo' 'much' 'better.'],[1 1 1 1 4 3 4],1,0,0,4.0,7,15,79
A3GAVEDTICDW7Y,Amazon_Reviews/Books,I did not want the book to end. Cannot wait till the next book to come out. This is a must read book!!!,1,book!!!,book!+,book!,This is a must read book!!!,I did not want the book to end.,1,0,['This' 'is' 'a' 'must' 'read' 'book!!!'],[1 1 1 4 2 5],1,0,0,5.0,6,8,23
A33BN2CMNY8X38,Amazon_Reviews/Books,"I actually contacted Barbara directly about a month ago to ask her about the difference of content of the two books and ordered her books and Cds from her and not from Amazon but I read the reviews of Amazon readers before deciding to contact her. Everybody seemed to be very satisfied and fascinated by the books so I decided to try and buy them.

I began to read them as soon as I got them and I couldn't stop reading and watching at myself in a mirror and write all pieces of information down until midnight :-)! I felt different. I could understand myself better.

My partner has always told me that I should change my job and earn more money and I always told him: I like my job, I like working with people and to me it is really fulfilling. He earns more than me but he is always under stress and nervous. When I read that arched eyebrows, a rounded hairline and broad cheeks are typical signs for a person who likes to work with people, I knew why I liked my job. My face just shows I'm doing the right thing.

The next step for me was to look at my children, my partner and my parents to see if the descriptions matched. They really do and it is incredible how many detail one discovers!

Without 'having to', I find myself practicing every day. Sometimes I only see a couple of important features at once but I'm too excited to analyse more!!! I also noticed that I usually look at people's eyes and what they express and when people have left I can't remember the other facial features. I'm learning to look at the whole face and pay attention to other details.

Of course it is great to have a foto of someone. Sometimes I compare the picture of someone I don't know in the newspaper and only after having looked at their facial features, I read the article to find out what their job is and compare it with my findings.

Another interesting subject for me is love and what to look for in a person to understand that it is the right partner.

I've also learnt that what I 'feel' when I'm with somebody is right. The facial features, the way I'm looked at etc. actually confirm my impressions. I've had questions about some facial features in the last days and I was glad to receive Barbara's friendly reply very quickly. I really appreciated that!",1,more!!!,more!+,more!,Sometimes I only see a couple of important features at once but I'm too excited to analyse more!!!,I've had questions about some facial features in the last days and I was glad to receive Barbara's friendly reply very quickly.,1,1,"['Sometimes' 'I' 'only' 'see' 'a' 'couple' 'of' 'important' 'features'
 'at' 'once' 'but' ""I'm"" 'too' 'excited' 'to' 'analyse' 'more!!!']",[1 1 2 2 1 1 1 3 1 1 1 1 1 3 4 1 2 5],1,1,0,5.0,18,22,422
ipVzmeKtFlVGUuCgc7RTdg,Yelp,"Came here for lunch with a few good friends.  It was about 2pm on a Sunday and they were still serving brunch, which we thought was odd.  We were seated right away as the place was pretty empty.  The bartender was extremely friendly and the mimosas were $5 which I loved!  The food was amazing and well priced. We all cleaned our plates.  I ordered the huevos rancheros which was so delicious!!! Super fresh and the eggs were cooked perfectly.  We will definitely be back and I highly recommend!",1,delicious!!!,delicious!+,delicious!,I ordered the huevos rancheros which was so delicious!!!,We were seated right away as the place was pretty empty.,1,1,"['I' 'ordered' 'the' 'huevos' 'rancheros' 'which' 'was' 'so'
 'delicious!!!']",[1 2 1 1 1 1 1 3 5],1,1,0,5.0,9,11,89
mY1jw1c8Tx58sVEBs7YAzA,Yelp,This food is amazing. Is pretty expensive for a truck but the food is sooooo good and is a lot of food. Awesome.,1,sooooo,so+,so,Is pretty expensive for a truck but the food is sooooo good and is a lot of food.,This food is amazing.,1,1,"['Is' 'pretty' 'expensive' 'for' 'a' 'truck' 'but' 'the' 'food' 'is'
 'sooooo' 'good' 'and' 'is' 'a' 'lot' 'of' 'food.']",[1 2 3 1 1 1 1 1 2 1 4 3 1 1 1 2 1 2],1,1,0,4.0,18,4,23
5yRcQBGTUwnZBMqnz7jwBw,Yelp,"Horrible place to go to. Right when we walked in NOBODY greeted us at the door. 10min in someone finally seated us and our waitress was rude as fuck! She already had an attitude and didn't really wanna take our order. Then ask to speak with the manager, they were giving us the run around about y we needed to speak to the manager. His ass didn't do shit but walked away from our table. So I wouldn't recommend anyone dining in at that shit hole place!!!!!!! WING HOUSE IS 5min away! Two  for WING HOUSE!!!!!",0,place!!!!!!!,place!+,place!,So I wouldn't recommend anyone dining in at that shit hole place!!!!!!!,Right when we walked in NOBODY greeted us at the door.,0,0,"['So' 'I' ""wouldn't"" 'recommend' 'anyone' 'dining' 'in' 'at' 'that' 'shit'
 'hole' 'place!!!!!!!']",[1 1 4 4 1 1 1 1 1 5 5 5],0,0,0,5.0,12,11,96
02icb2Q5Uorqbtg28Lai-A,Yelp,Hands down best pizza in town!!! Great service and well made pizza. A little pricey but that's what you get for great tasting pizza!!! I highly recommend this place for anybody that loves pizza!!,1,town!!!,town!+,town!,Hands down best pizza in town!!!,I highly recommend this place for anybody that loves pizza!!,1,1,['Hands' 'down' 'best' 'pizza' 'in' 'town!!!'],[1 1 5 1 1 5],1,1,0,5.0,6,10,34
A13ADAHCALMBZG,Amazon_Reviews/Electronics,I absolutely love this case!  I had been searching for the last 6 months or so for a case that wouldn't bulk up my kindle too much but would also protect it.  I had my eye on this case at best buy but they wanted $40 for it and I just couldn't justify that price!  This product was exactly the same thing in the color that I wanted.  It was shipped quickly and I love it!!!  I couldn't be happier!,1,it!!!,it!+,it!,It was shipped quickly and I love it!!!,I had been searching for the last 6 months or so for a case that wouldn't bulk up my kindle too much but would also protect it.,1,1,['It' 'was' 'shipped' 'quickly' 'and' 'I' 'love' 'it!!!'],[1 1 1 3 1 1 5 5],1,1,0,5.0,8,27,80
FHy7AmwUQT1NoL-rjWdhsQ,Yelp,"Thanks guys! It was super experience for my birthday girl! She loved it! I don't know your names on reception 10/17/15, sorry, you were the best! Will see you back soon!!!!",1,soon!!!!,soon!+,soon!,Will see you back soon!!!!,It was super experience for my birthday girl!,1,1,['Will' 'see' 'you' 'back' 'soon!!!!'],[1 1 1 1 5],1,1,0,5.0,5,8,31
A3QIN5DUZZ75A1,Amazon_Reviews/Electronics,"I guess I'm impressed.  It worked right out of the box.  The hardest part was finding an extension phone cord.  I sent two faxes right away once I added it as a printer driver.

I'm using Mac OS 10.6.2.

I had a lot more trouble with fax modems and fax software in the past.  This worked on the very first try!!!",1,try!!!,try!+,try!,This worked on the very first try!!!,I sent two faxes right away once I added it as a printer driver.,1,1,['This' 'worked' 'on' 'the' 'very' 'first' 'try!!!'],[1 3 1 1 3 1 5],1,1,0,5.0,7,14,61
dwPGdNjfwfT-uWHJNRP13g,Yelp,"Service here is terrible! I needed 3 slices to go, they only had 2. The kid made a big deal about making another pie... It's only 12:15pm on a Saturday. I'm sure it's going to be ok if you make another pizza! I would NEVER go back here again!!!",0,again!!!,again!+,again!,I would NEVER go back here again!!!,The kid made a big deal about making another pie...,0,1,['I' 'would' 'NEVER' 'go' 'back' 'here' 'again!!!'],[2 2 5 2 2 2 5],0,1,0,5.0,7,10,49
vWEDjeqwfIFNCM0-jbnV6A,Yelp,"This was the best moving experience I could have hoped for. The truck and men not only showed up on time but early! They were ready to work and worked hard and efficiently. The men were super polite (and strong) and navigated the move a very large bed frame down a very narrow staircase and never complained. I am very grateful to their positive attitudes, promptness, and good pricing for the move. If I ever have to move (this was a move for my dad), I will definitely call them again. Great job men and many THANKS!!!",1,THANKS!!!,THANKS!+,THANKS!,Great job men and many THANKS!!!,The truck and men not only showed up on time but early!,1,1,['Great' 'job' 'men' 'and' 'many' 'THANKS!!!'],[5 1 1 1 1 5],1,1,0,5.0,6,12,97
2205920620,Twitter,@cantyahermala oh baby thanks for ur advice :* but my bruise is sssooo bad. u've seen it rite ? i'm afraid it doesnt work. ,0,sssooo,s+o+,so,@cantyahermala oh baby thanks for ur advice :* but my bruise is sssooo bad.,u've seen it rite ?,0,1,"['@cantyahermala' 'oh' 'baby' 'thanks' 'for' 'ur' 'advice' ':*' 'but' 'my'
 'bruise' 'is' 'sssooo' 'bad.']",[2 2 2 3 1 1 3 3 1 1 2 1 5 4],0,1,0,5.0,14,5,24
A2LNSXDWM2EF2X,Amazon_Reviews/Books,"All I can say is wow, wow, wow!!! This book blew me away. The story opens with a prologue of a man floating in a pool and paralyzed. We meet Gabriel Blackstone a thief and remote viewer. He is hired to find out what happened to the young man. Gabriel can use his remote viewing skills to see the last few minute of the mans life. What he sees doesnt make sense to him until he meets the sisters.

The Monk sisters are distant relatives to John Dee, a renowned mathematician, astronomer, astrologer and occultist. Morrighan is daring and an activist while Minnaloushe is an expert in memory. Both sisters are beautiful and seductive and soon Gabriel falls under their spell.  The author spins a web that catches the readers and quickly draws them in.

The story is full of alchemy and magic. We travel with Gabriel as he slams a ride a term the author created to describe the experience of remote viewing. When I started this book I did not know it would keep me up until I finished.  There were unexpected twists that keep me wondering what would happen next. I recommend this book to anyone that enjoys thrillers, alchemy or magic.",1,wow!!!,wow!+,wow!,"All I can say is wow, wow, wow!!!",Morrighan is daring and an activist while Minnaloushe is an expert in memory.,1,1,"['All' 'I' 'can' 'say' 'is' 'wow,' 'wow,' 'wow!!!']",[1 1 1 1 1 5 5 5],1,1,0,5.0,8,13,205
A2L4TNWT1GXH8T,Amazon_Reviews/Books,"Heart pounding and breaking at the same time!! The begining of this book has me thankful and in smiles, but the end I have been sitting on the edge of my chair holding my breath, cursing the evil and praying for the good!! This has been one heck of an emotional read!! No one can deliver like Bella!! Wow!! Wow!!! Wow!!! I can not wait until #6 comes out. I am going to be a nervous wreck until I can find out what happens!!!",1,Wow!!!,Wow!+,Wow!,No one can deliver like Bella!!Wow!!Wow!!!Wow!!!,"The begining of this book has me thankful and in smiles, but the end I have been sitting on the edge of my chair holding my breath, cursing the evil and praying for the good!!",1,1,['No' 'one' 'can' 'deliver' 'like' 'Bella!!Wow!!Wow!!!Wow!!!'],[1 1 1 1 1 5],1,1,0,5.0,6,35,84
5CvMrZJJBFZ_A2atuyGyNQ,Yelp,"LARGE PARTIES BEWARE!!!! We decided to give this place a try knowing they couldn't seat all 10 of us due to the restrictions of social distancing. We were given 2 options of seat and chose a table for 8 and then the other 2 would have their own while still being able to sit on the back deck overlooking the beach. After waiting 30 minutes they sit us on the side by the hotel pool at 2 tables for 6 people each. When questioned, they tell us it's all they have so we just left it at that. The waitress came after several minutes and took our drink order and was supposed to come right back to take out food order. We knew what we wanted to eat after having waited for seating. After 10 minutes she finally returned to take out food order and it seemed like they were out of a lot on the menu (May have just been our luck and their ability to restock). Food arrived and was ""alright"" but nothing much to write home about. Prices don't match the amount or quality. Drinks never got refilled and we only saw our waitress one time the whole meal. She wasn't even the one to bring us our meal and it wasn't that she was busy at other tables because where we sat, there wasn't that many people. Check came and they added an 18% gratuity to our check due to the ""large"" party. We spoke to our waitress about it and the manage needed up coming out. We weren't happy at having been sat separately in a different area, and not having seen our waitress but once.  Empty drinks and the manager was rude about it and wouldn't remove the gratuity. I wanted to tip the waitress, but at the amount she was worth which wasn't the 18%. I tip off of service not sympathy. So anyone going in with a large party, beware you might get crappy service because they know they are still getting their tip.",0,BEWARE!!!!,BEWARE!+,BEWARE!,LARGE PARTIES BEWARE!!!!,After waiting 30 minutes they sit us on the side by the hotel pool at 2 tables for 6 people each.,0,0,['LARGE' 'PARTIES' 'BEWARE!!!!'],[1 1 5],0,0,0,5.0,3,21,342
rqlL8-G6mJz2UmnW7tS34A,Yelp,Ordered a grilled pork burrito to go. Got home in 5 minutes and opened the box to see a side salad. I thought this was so the veggies in the burrito wouldn't be soggy. Not the case the burrito was filled with cold iceberg and tomatoes... I'm not sure if I got a ground beef burrito but it was definitely not grilled pork. The beef was in waaayyy too much sauce and made the entire burrito soggy. Tasted worse then a taco bell burrito and cost twice as much! Only good if you enjoy greasy beef and soggy lettuce!,0,waaayyy,wa+y+,way,The beef was in waaayyy too much sauce and made the entire burrito soggy.,Got home in 5 minutes and opened the box to see a side salad.,0,0,"['The' 'beef' 'was' 'in' 'waaayyy' 'too' 'much' 'sauce' 'and' 'made' 'the'
 'entire' 'burrito' 'soggy.']",[1 1 1 1 3 3 3 1 1 1 1 1 1 2],0,0,0,3.0,14,14,99
1792393788,Twitter,@xXmIxEdMoDeLXx Awwww I was missed  Why thank u sweetie! I missed ur smile on my page as well  So how is ur evening thus far?,1,Awwww,Aw+,Aw,@xXmIxEdMoDeLXx Awwww I was missed  Why thank u sweetie!,I missed ur smile on my page as well  So how is ur evening thus far?,1,1,['@xXmIxEdMoDeLXx' 'Awwww' 'I' 'was' 'missed' 'Why' 'thank' 'u' 'sweetie!'],[1 4 1 1 2 1 4 1 4],1,1,0,4.0,9,16,25
A3RVF0PUY8BVOH,Amazon_Reviews/Electronics,"OMG.

Decided to splurge and bought this card. There is NOTHING that this won't run for me. Whisper quiet, fast, runs cool.

Ran witcher full throttle without one hiccup. Ran Skyrim with ENB and 4K textures... perfect. It is sooo worth the money.",1,sooo,so+,so,It is sooo worth the money.,Ran witcher full throttle without one hiccup.,1,1,['It' 'is' 'sooo' 'worth' 'the' 'money.'],[2 1 5 4 1 3],1,1,0,4.0,6,7,43
VYganrwYzRDF_zZpEFjorQ,Yelp,The pulled pork here is sooo good. I got it NC style which just means cole slaw lopped in there too apparently. The ribs were good too if a bit dry. Food didn't take long to come out and the staff were really friendly. The mashed potatoes were excellent too.,1,sooo,so+,so,The pulled pork here is sooo good.,The ribs were good too if a bit dry.,1,0,['The' 'pulled' 'pork' 'here' 'is' 'sooo' 'good.'],[1 2 2 2 1 5 4],1,0,0,4.0,7,9,50
